source,title,abstract,journal,publication_date,authors,mesh_terms,doi,pmid,url
PubMed,Relationship Between Renal Resistive Index and Retinal Vascular Density in Individuals with Hypertension.,,Biomedicines,2025,Carollo Caterina; Vadalà Maria; Sorce Alessandra; Sinatra Nicola; Orlando Emanuele; Cirafici Emanuele; Bennici Miriam; Polosa Riccardo; Bonfiglio Vincenza Maria Elena; Mulè Giuseppe; Geraci Giulio,,10.3390/biomedicines13020312,40002725,https://pubmed.ncbi.nlm.nih.gov/40002725/
INSERM,Gérard Friedlander,Résultats 1 à 3 sur 3.,INSERM,Non spécifiée,Non spécifiés,Non spécifiés,,,https://www.inserm.fr/
PubMed,Analytical Documentation of a Purple Urine Bag Syndrome Case.,,Therapeutic drug monitoring,2025,Gish Alexandr; Omer Apolline Saint; Faillie Juliette; Lionet Arnaud; Hamroun Aghiles; Gaillot Olivier; Lenski Marie; Gaulier Jean-Michel,,10.1097/FTD.0000000000001313,39996566,https://pubmed.ncbi.nlm.nih.gov/39996566/
PubMed,Breastfeeding in the Dialysis Ward.,,Kidney international reports,2025,Orozco Alejandra; Piccoli Giorgina,,10.1016/j.ekir.2024.11.021,39990890,https://pubmed.ncbi.nlm.nih.gov/39990890/
PubMed,Iptacopan Reduces Proteinuria and Stabilizes Kidney Function in C3 Glomerulopathy.,"C3 glomerulopathy (C3G) is a complex, chronic, ultra rare, progressive primary glomerulonephritis, resulting from alternative complement pathway overactivation, leading to kidney failure in most patients, and frequent recurrence in transplants. Iptacopan (LNP023) is an oral, proximal complement inhibitor specifically targeting factor B, that selectively inhibits the alternative complement pathway. This was a phase 2 extension study of 26 adult patients with native kidney (cohort A), or recurrent C3G (post kidney transplantation; cohort B) receiving open label iptacopan. At 12 months, patients in cohort A had a significant reduction in 24-hour urine protein-to-creatinine ratio (UPCR; 57%;  These data provide a clinical rationale for further evaluation of long-term treatment of C3G with iptacopan.",Kidney international reports,2025,Nester Carla M; Eisenberger Ute; Karras Alexandre; le Quintrec Moglie; Lightstone Liz; Praga Manuel; Remuzzi Giuseppe; Soler Maria José; Liu Junhao; Meier Matthias; Tawfik Ronda; Junge Guido; Biondani Andrea; Trapani Angelo J; Webb Nicholas J A; Wong Edwin K S,,10.1016/j.ekir.2024.10.023,39990880,https://pubmed.ncbi.nlm.nih.gov/39990880/
PubMed,[Anti-inflammatory therapeutic advances in nephrology: can we learn from cardiology?].,"Pathophysiology of kidney diseases frequently implies sterile inflammation, e.g. during glomerulonephritis or after renal transplantation. Recently, the relevance of systemic low-grade inflammation for chronic kidney disease (CKD) progression and complications of CKD have come into focus. In this review article, the etiology, and consequences of low-grade inflammation in CKD patients are discussed. Further, the potential of anti-inflammatory approaches to slow down CKD progression is addressed. Recent advances have resulted in FDA approval of colchicine for patients with preserved renal function and atherosclerosis. Thus, lastly, anti-inflammatory therapy of atherosclerosis in patients with or without CKD is outlined.Taken together, anti-inflammatory therapy offers novel opportunities to improve CKD progression, inhibit transition from acute to chronic kidney disease and reduce the risk of fatal long-term complications such as cardiovascular disease. Während Nierenerkrankungen, die mit akuter nicht infektiöser Entzündung einhergehen, wie bspw. Glomerulonephritiden, bereits seit Jahrzehnten erfolgreich primär antiinflammatorisch behandelt werden, ist die Low-Grade-Inflammation in der Nephrologie bisher noch wenig beachtet.Nun rückt jedoch die pathophysiologische Bedeutung der chronischen systemischen Low-Grade-Inflammation für die Progression der chronischen Nierenerkrankung (CKD) und die damit verbundenen kardiovaskulären Komplikationen in den Vordergrund.Antiinflammatorische Strategien haben in klinischen Studien bereits eine Effektivität in der Sekundär- und Tertiärprävention kardiovaskulärer Ereignisse gezeigt. Aktuelle Veröffentlichungen demonstrieren, dass eine Adressierung der Low-Grade-Inflammation mittels Inhibition der Interleukin-1- und Interleukin-6-Signalwege auch bei CKD-Patienten vorteilhafte Effekte auf die renale Anämie, die Progression der Nierenerkrankung sowie auf Komplikationsraten hat, ein todesursachenunabhängiger Mortalitätsvorteil zeigte sich jedoch bisher nicht.",Deutsche medizinische Wochenschrift (1946),2025,Sievers Laura Katharina; Schmitt Roland,"Humans; Anti-Inflammatory Agents; Renal Insufficiency, Chronic; Inflammation; Disease Progression; Atherosclerosis; Colchicine; Cardiovascular Diseases",10.1055/a-2376-0783,39983765,https://pubmed.ncbi.nlm.nih.gov/39983765/
PubMed,Metabolomics to Identify Unclassified Uremic Toxins: A Comprehensive Literature Review.,"A comprehensive review of known uremic retention molecules goes back to more than 10 years ago and did not consider metabolomic analyses. The present analysis searches for as of yet unclassified solutes retained in chronic kidney disease (CKD) by analyzing metabolites associated with relevant outcomes of CKD. This untargeted metabolomics-based approach is compared with a conventional targeted literature search. For the selected molecules, the literature was screened for arguments regarding toxic (harmful), beneficial, or neutral effects in experimental or clinical studies. Findings were independently crosschecked. In total, 103 molecules were selected. No literature on any effect was found for 55 substances, 3 molecules had no significant effect, and 13 others showed beneficial effects. For the remaining 32 compounds, we found at least one report of a toxic effect. Whereas 62.5% of the compounds with at least one study on a toxic effect was retrieved via the bottom-up approach, 69.2% of the substances originating from metabolomics-based approaches showed a beneficial effect. Our results suggest that untargeted metabolomics offer a more balanced view of uremic retention than the targeted approaches, with higher chances of revealing the beneficial potential of some of the metabolites.",Kidney medicine,2025,Vanholder Raymond; Glorieux Griet; Argiles Angel; Burtey Stéphane; Cohen Gerald; Duranton Flore; Koppe Laetitia; Massy Ziad A; Ortiz Alberto; Masereeuw Rosalinde; Stamatialis Dimitrios; Jankowski Joachim,,10.1016/j.xkme.2024.100955,39980938,https://pubmed.ncbi.nlm.nih.gov/39980938/
PubMed,Unveiling the role of sex in the metabolism of indoxyl sulfate and apixaban.,"Chronic Kidney Disease (CKD) is associated with heightened risk of thrombosis. Prescription of anticoagulants is key to manage it; however, CKD patients have shown an increased risk of bleeding under anticoagulation therapy compared to non-CKD patients. We hypothesized that the sex could modify the metabolism of indoxyl sulfate (IS), a uremic toxin and Apixaban. Our intoxication model shows that higher doses of IS and apixaban accumulate in the plasma of female mice because of expression differences in efflux transporters and cytochromes in the liver, ileum and kidneys, when compared to males. Furthermore, we found that accumulation of apixaban in females contributes to increased bleeding. Transcriptional analysis of liver samples revealed elevated Sult1a1 but reduced Abcg2 and Cyp3a11 in female mice, while in the kidneys the expression rates of Oat1 and Oat3 were respectively lower and higher than those observed in males, potentially affecting drug clearance. Whole proteomics liver analysis confirmed the previous transcriptional results at the protein level and revealed that sex had a major influence in regulating both coagulation and drug metabolism pathways. Thus, our findings underline the need for inclusive clinical and preclinical trials to accurately reflect sex-specific metabolic variations, and to consider CKD-specific changes to optimize dosing, minimize side effects, and improve patient outcomes.",Scientific reports,2025,Pina-Beltran Blanca; Dimitrov Daniel; McKay Nathalie; Giot Matthieu; Zdráhal Zbyněk; Potěšil David; Pustka Václav; Peinado-Izaguerri Jorge; Saez-Rodriguez Julio; Poitevin Stéphane; Burtey Stéphane,"Animals; Female; Male; Pyrazoles; Indican; Mice; Pyridones; Liver; Kidney; Sex Factors; ATP Binding Cassette Transporter, Subfamily G, Member 2; Anticoagulants; Renal Insufficiency, Chronic; Organic Anion Transport Protein 1; Organic Anion Transporters, Sodium-Independent; Hemorrhage; Cytochrome P-450 CYP3A; Mice, Inbred C57BL",10.1038/s41598-025-90405-5,39972038,https://pubmed.ncbi.nlm.nih.gov/39972038/
PubMed,[Alport syndrome-the most common hereditary glomerular kidney disease].,,MMW Fortschritte der Medizin,2025,Gross Oliver,,10.1007/s15006-025-4617-0,39969730,https://pubmed.ncbi.nlm.nih.gov/39969730/
PubMed,[Mysterious connective tissue disease: Eosinophilic Fasciitis].,,MMW Fortschritte der Medizin,2025,Thürmel Klaus,,10.1007/s15006-025-4584-5,39969727,https://pubmed.ncbi.nlm.nih.gov/39969727/
PubMed,"Standard reference for daily urinary creatinine excretion among individuals with obesity: a monocentric, retrospective, observational study.","Urinary collection over 24 h is a cornerstone in the care of patients with nephrolithiasis, obesity, hypertension, and chronic kidney disease (CKD). The completeness of 24-h urinary collection is assessed by urinary creatinine excretion, which reflects the muscle mass. Hence, it is of paramount importance to define expected values of daily urinary creatinine excretion to correctly interpret urinary collection. These references are available for the general population. We hypothesized that these reference values might not be applicable to individuals with obesity whose body composition is different from general population. Our objective was to define daily urinary creatinine excretion among population with obesity. We conducted a monocentric, retrospective, observational study, including adult patients (≥18 y) admitted for measurement of glomerular filtration rate (GFR). Measurement of GFR requires timed urinary collections to calculate the urinary clearance of the tracer. We took advantage of timed urinary collection to calculate in-hospital urinary creatinine flow rate and to extrapolate it to 24 h (exUCreat We included 1091 patients [median age 56 y, interquartile range (44, 67); 62.7% males] with nondialysis CKD stages 1-5. Among them, 227 were obese. The exUCreat Daily urinary creatinine excretion is significantly higher among individuals with obesity than in healthy weight population. We propose new standard reference for urinary creatinine excretion in individuals with obesity.",The American journal of clinical nutrition,2024,Cohen Raphaël; Prot-Bertoye Caroline; Rives-Lange Claire; Carette Claire; Baron Stéphanie; Houillier Pascal; Courbebaisse Marie; Gaillard François,,10.1016/j.ajcnut.2024.09.001,39963800,https://pubmed.ncbi.nlm.nih.gov/39963800/
PubMed,[Assessment of serum free light chains in patients with systemic lupus erythematosus].,"Systemic lupus erythematosus (SLE) is an autoimmune disease characterized by loss of B cell tolerance to self antigens resulting in the production of a wide variety of auto antibodies. The objective of this study was the assessment of serum free light chains (FLC) assay in patients with SLE. In this study, 156 patients (142 women and 14 men, mean age 35.6 years) and 60 healthy subjects (55 women and 5 men, mean age 36.4 years) were included. The kappa (κ) and lambda (λ) FLC were measured by turbidimetry method. The analysis of our results showed that the FLC rates κ and λ were significantly higher in patients compared to controls (44.52 vs. 8,55 mg/L, P = 0.0001 for FLC κ and 33.43 vs. 12,99 mg/L, P = 0.0001 for FLC λ). In addition, significant associations were noted between the increase in FLC κ, λ and disease activity (P = 0.006 and P = 0.008 respectively), as well as with the presence of lupus nephritis (P = 0.044 and p = 0.045). The increase of the serum FLC during SLE could be a useful marker for assessing the disease activity and the risk of lupus nephritis.",Annales de biologie clinique,2025,Allam Ines; Lamri Aldjia; Oualakrouz Sihem; Saidani Messaoud; Ayoub Soraya; Belaid Brahim; Djidjik Reda,,10.1684/abc.2025.1948,39960251,https://pubmed.ncbi.nlm.nih.gov/39960251/
PubMed,[Ways to improve vaccination rates : Indication vaccinations for adults].,"Vaccinations are an important preventive measure against viral diseases and have saved many lives since their introduction. Nowadays, any doctor can administer a vaccination. Patients with chronic diseases should be vaccinated according to indications. In general, it is advisable to carry out co-administration, which is usually possible without any problems with many vaccines, especially inactivated vaccines. Appropriate quality management can avoid complications. It is also important to inform patients about vaccinations and, if necessary, to remind them of their second appointment after the first vaccination in order to ensure maximum effectiveness. Impfungen stellen eine wichtige Präventionsmaßnahme gegen Viruserkrankungen dar und haben seit ihrer Einführung schon viele Menschenleben gerettet. Heutzutage kann jeder Arzt bzw. jede Ärztin eine Impfung verabreichen. Bei Patienten mit chronischen Erkrankungen sollte eine Indikationsimpfung erfolgen. Generell bietet es sich an, wenn möglich, eine Koadministration vorzunehmen, die in der Regel bei vielen Impfstoffen, insbesondere Totimpfstoffen, problemlos möglich ist. Ein entsprechendes Qualitätsmanagement vermag Komplikationen zu vermeiden. Wichtig ist es auch, die Patienten über Impfungen zu informieren und sie ggf. nach der ersten Impfung an ihren Zweittermin zu erinnern, um die maximale Wirksamkeit zu gewährleisten.","Innere Medizin (Heidelberg, Germany)",2025,Floege Jürgen; Schwarz Toralf; Wanner Christoph; Heemann Uwe; Gallwitz Baptist; Witzke Oliver,,10.1007/s00108-025-01857-w,39934530,https://pubmed.ncbi.nlm.nih.gov/39934530/
PubMed,"Depression in chronic kidney disease: Particularities, specific mechanisms and therapeutic considerations, a narrative review.","Depression is highly prevalent during chronic kidney disease (CKD) with studies suggesting prevalence rates ranging from approximately one-quarter to half of CKD patients. CKD and depression have a bidirectional relationship, each disorder aggravating the other, leading to more complex and challenging patient management. Depression during CKD is multifactorial and is associated with increased risk of adverse events and hospitalization. We conducted a narrative review of experimental and observational studies in animals and humans, as well as meta-analyses, to explore specific mechanisms of depression in CKD and its treatment. In depression the gut-brain axis is central. CKD leads to an accumulation of gut-derived uremic toxins. One key factor is the accumulation of tryptophan-derived uremic toxins like kynurenines or indoxyl sulfate, whose serum concentration increases progressively with the stage of CKD (up to 100-fold in stage 5), and which plays an important role in depression mechanisms, by activating aryl hydrocarbon receptor, decreasing brain concentrations of serotonin by approximately 40 %, increasing brain inflammation, via activation of microglia and astrocytes and release of TNFα, IL-6 and NO. Randomized controlled studies found limited or no benefits of antidepressants for depressive symptoms in CKD and hemodialysis patients. Chronic inflammation, in relation to uremic toxin accumulation during CKD, seems to be a complex but important mechanism for treatment resistance in depression. Future research should consider inhibitors of uremic toxins inhibitors and anti-inflammatory molecules as potential therapeutic agents, to improve the prognosis of depression in CKD patients.",Behavioural brain research,2025,Lefrère Antoine; Burtey Stéphane; Bobot Stanislas; Belzeaux Raoul; Bobot Mickaël,"Humans; Renal Insufficiency, Chronic; Animals; Depression; Brain-Gut Axis; Uremic Toxins; Antidepressive Agents",10.1016/j.bbr.2025.115467,39923943,https://pubmed.ncbi.nlm.nih.gov/39923943/
PubMed,Peritoneal Dialysis Patient Transfers to Hemodialysis: Causes and Associated Risks.,"The end of peritoneal dialysis (PD) can be marked by kidney transplantation, death, or transfer to hemodialysis (HD). We compared the risks of the different reasons for transfer to HD in PD patients according to the use of assistance for PD care, PD modality, and the suboptimal starter status. This was a retrospective study using data from the French Language Peritoneal Dialysis Registry from patients who started PD between January 1, 2002, and December 31, 2018. We used Cox and Fine Gray survival models to evaluate the risks of transfer to HD due to PD inadequacy, infection, mechanical issue, psychosocial issue, others PD-related and others non-PD-related causes. Models were evaluated for three periods of PD vintage: 0 to 6 months, 6 to 18 months, and after 18 months. The study included 15,974 incident PD patients treated in 170 French PD units. There were 6,835 deaths, 5,108 transfers to HD and 3,092 renal transplantations. Nurse-assisted PD was associated with a lower risk of transfer to HD for infection in the first 18 months (cs-HR 0.51, 95%CI 0.31-0.83 before 6 months) and for adequacy issues after 6 months (cs-HR 0.59, 95%CI 0.51-0.70 after 18 months). The risk of transfer for mechanical issue was higher in CAPD compared to APD during the first eighteen months (cs-HR 1.41, 95%CI 1.00-1.99 before 6 months), but CAPD was associated with a lower risk for adequacy, infectious or mechanical issue after 18 months. Finally, suboptimal starters have a higher risk of transfer due to psychosocial challenges in the first 6 months (cs-HR 1.70, 95%CI 1.03-2.81). Distinct factors are associated with the risk of transfer from PD to in-center HD, according to the cause of the transfer. Some preventive measures targeting these risk factors may help to maintain patients in PD.",Kidney360,2025,Adoukonou Nanti E; Boyer Annabel; Lobbedez Thierry; Bechade Clémence; Lanot Antoine,,10.34067/KID.0000000732,39919012,https://pubmed.ncbi.nlm.nih.gov/39919012/
PubMed,Severe kidney dysfunction after assisted reproductive technology: a case series suggesting the need for higher awareness of risks.,"Assisted reproductive technology (ART) has significantly increased the rate of conception and live births in women with fertility problems. Having a kidney disease negatively affects a woman's reproductive health, making infertility a significant concern, and women with chronic kidney disease (CKD) are increasingly seeking treatment with assisted reproductive technology. The side effects of assisted reproductive technology are not fully known and its impact on kidney function, especially if a woman has undergone repeated treatments, is likewise not known. This case series gathers all consecutive patients who were followed by the Mansoura University Hospital's Obstetric Nephrology Service or were admitted to its Nephrology and Gynecology Department during pregnancy with a diagnosis of acute or chronic kidney function impairment after conceiving with an assisted reproductive technology method, in the period from 2021 to 2024. Of the approximately 150 pregnancies referred to the Obstetric Nephrology Clinic, 6 were referred for acute or acute-on-chronic kidney function impairment, or nephrotic syndrome after conceiving via assisted reproductive technology. In one patient, CKD was overlooked and later progressed to kidney failure; one had probable CKD, but discontinued follow-up before confirmation; and one had a kidney malformation, diagnosed during pregnancy. All presented with early or very early severe hypertension and proteinuria, before 20 weeks, while preeclampsia and the hypertensive disorders of pregnancy are conventionally defined as developing after 20 weeks of gestation. Three had complete recovery postpartum, one progressed to kidney failure, while two were lost to follow-up. Severe early-pregnancy kidney impairment after assisted reproductive technology is probably more frequent than previously reported. Assessment of kidney function after assisted reproductive technology should be mandatory, to make it possible for timely specialized kidney care to be given.",Journal of nephrology,2025,Nagy Eman; Shemies Rasha; Taman Mohamed; Sayed-Ahmed Nagy; Piccoli Giorgina Barbara,,10.1007/s40620-025-02226-4,39918791,https://pubmed.ncbi.nlm.nih.gov/39918791/
PubMed,"[Malformative uropathies in children: epidemiological, clinical, therapeutic and evolutive aspects in an ivoirian hospital setting].","Congenital anomalies of the kidney and the urinary tract are a major cause of chronic kidney failure in children. Prevalence in paediatrics varies according to studies. The data being rare in the ivorian context, this study aims to describe these defects' epidemiological, clinical, therapeutic and evolutionary aspects in children in a reference hospital setting. We performed a retrospective and descriptive study held in the Yopougon's Teaching Hospital Pediatric Nephrology Unit from December 1st 2008 to December 31st 2020. It involved 152 children aged 0 to 15 years, admitted to the unit, with a congenital anomaly of the kidney and the urinary tract diagnosed with radiology. Socio-demographic characteristics: congenital anomalies of the kidney and urinary tract's prevalence was 11%. The median age at admission was 36 months. The median age at diagnosis of malformative uropathy was 17.5 months. The sex ratio (M/F) was 2.3. Clinical characteristics: posterior urethra valves were the most common malformative uropathy (38%). Malformative uropathy was associated with other defects in 4% of cases. The antenatal diagnosis involved 24% of patients. The average gestational age of discovery was 32 weeks of amenorrhea. In the postnatal period, abdominal pain was the main circumstance for discovery (39%). Therapeutic characteristics: surgery was indicated in 58% of patients and performed in 64% of cases. Evolutionary characteristics: evolution was better in patients who had received surgical treatment (asymptomatic in 83% of cases, occurrence of urinary tract infection in 35% of cases and chronic renal failure in 23% of cases). 72% of the study population was lost. In Côte d'Ivoire, malformatives uropathies are late-discovered and are dominated by posterior urethra valves. Knowledge and management of these renal and urinary tract defects deserve to be improved through the development of antenatal diagnosis and training of practitioners in early recognition of clinical signs. The high rate of lost patients must be reduced by the implementation of an active patients' follow-up system. Les malformations rénales et des voies urinaires représentent une cause majeure d’insuffisance rénale chronique de l’enfant. La prévalence en pédiatrie est variable selon les études. En l’absence de données rapportées dans le contexte ivoirien, l’objectif de cette étude était d’étudier le profil épidémio-clinique, thérapeutique et évolutif des uropathies malformatives de l’enfant en milieu hospitalier de référence. Il s’agissait d’une étude rétrospective et descriptive menée au sein de l’unité de néphrologie pédiatrique du centre hospitalier universitaire de Yopougon, du 1er décembre 2008 au 31 décembre 2020. Elle concernait 152 patients âgés de 0 à 15 ans admis à l’unité, porteurs d’une malformation rénale et des voies urinaires confirmée par un examen d’imagerie. Caractéristiques socio-démographiques : la prévalence des uropathies malformatives était de 11 %. L’âge médian à l’admission était de 36 mois. L’âge médian au diagnostic d’uropathie malformative était de 17,5 mois. Le sex-ratio (H/F) était de 2,3. Caractéristiques cliniques : les valves de l’urètre postérieur représentaient l’uropathie malformative la plus fréquente (38 %). L’uropathie malformative était associée à d’autres malformations dans 4 % des cas. Le diagnostic anténatal concernait 24 % des patients. L’âge gestationnel moyen de découverte était de 32 semaines d’aménorrhée. En période postnatale, la douleur abdominale était la principale circonstance de découverte (39 %). Caractéristiques thérapeutiques : l’intervention chirurgicale était indiquée chez 58 % des patients et réalisée dans 64 % des cas. Caractéristiques évolutives : l’évolution était meilleure chez les patients opérés (asymptomatiques dans 83 % des cas, survenue d’une infection urinaire dans 35 % des cas et d’une insuffisance rénale chronique dans 23 % des cas). 72 % de la population d’étude a été perdue de vue. En Côte d’Ivoire, les uropathies malformatives sont de découverte tardive et sont dominées par les valves de l’urètre postérieur. La connaissance et la prise en charge de ces malformations méritent d’être améliorées par le développement du diagnostic anténatal et la formation des praticiens à la reconnaissance précoce des signes d’appels cliniques. Le taux important de perdus de vue doit être réduit par la mise en place d’un système actif de suivi des patients.",Nephrologie & therapeutique,2024,Bouah-Kamon Emmanuella; Sophie Ehile-Kacou Assamala Marielle; Diarrassouba Gnenefoly; François Eboua Tanoh Kassi; Lasme-Guillao Evelyne,"Humans; Retrospective Studies; Female; Male; Infant; Child; Child, Preschool; Adolescent; Infant, Newborn; Cote d'Ivoire; Prevalence; Urinary Tract; Urogenital Abnormalities; Kidney",10.1684/ndt.2024.88,39917798,https://pubmed.ncbi.nlm.nih.gov/39917798/
PubMed,[French translation and adaptation of the KDIGO nomenclature for kidney function and disease].,"A harmonized medical nomenclature that is accessible to the lay people is crucial to raising awareness of insidious health problems such as chronic kidney disease and facilitating communication between healthcare professionals. This article presents the proposals of a French-speaking working group for the translation and adaptation into French of the nomenclature for renal function and disease that resulted from a KDIGO consensus conference published in English in 2020. In particular, the working group recommends abandoning terms that used to correspond in French to “chronic renal failure”, “acute renal failure”, “end-stage renal failure”, “uremia”, “cadaveric donor” and “microalbuminuria”, in favor of French equivalents of “chronic renal disease”, “acute kidney injury”, “renal failure”, “uremic syndrome”, “deceased donor” and “albuminuria”. Arguments against the former and in favor of the latter are presented. Other equivalents of English terms from the KDIGO nomenclature are presented in a Table, and an Appendix presents equivalents proposed in German and Spanish by other authors. We hope that our proposals will be well received by healthcare professionals as well as by their patients and the public. Une nomenclature médicale harmonisée et à la portée du grand public est cruciale pour mieux faire connaître des problèmes de santé insidieux, comme la maladie rénale chronique, et faciliter la communication entre professionnels de la santé. Cet article présente les propositions d’un groupe de travail francophone pour la traduction et l’adaptation en français de la nomenclature de la fonction et des maladies rénales issue d’une conférence de consensus KDIGO, publiée en anglais, en 2020. Le groupe de travail recommande notamment l’abandon des termes « insuffisance rénale chronique », « insuffisance rénale aiguë », « insuffisance rénale terminale », « urémie », « donneur cadavérique » et « micro-albuminurie », au profit de ceux de « maladie rénale chronique », « atteinte rénale aiguë », « défaillance rénale », « syndrome urémique », « donneur décédé » et « albuminurie » (tableau 1). Des arguments en défaveur des premiers et en faveur des seconds sont présentés. D’autres équivalents de termes anglais de la nomenclature KDIGO sont présentés dans le tableau 2, et l’annexe 1 reprend les équivalents proposés en allemand et en espagnol par d’autres auteurs. Nous espérons que nos propositions seront bien accueillies par les professionnels de santé ainsi que par leurs patients et le grand public.",Nephrologie & therapeutique,2024,Bonny Olivier; Arbaoui Ibtissam; Fouque Denis; Hamroun Aghiles; Jadoul Michel; Stengel Bénédicte; Babinet François; Binet Isabelle; Faure Pascaline; Frimat Luc; Kaze François; Lazareth Hélène; Poulin Yves; Schiltz Daniel; Stinat Anne; Vandevivère Cécile; Quérin Serge,,10.1684/ndt.2024.86,39917793,https://pubmed.ncbi.nlm.nih.gov/39917793/
PubMed,[ANCA-associated vasculitides: what nephrologists need to know].,"Renal involvement in ANCA vasculitides (AAV) is frequent and often severe, leading to end-stage kidney disease either immediately, in the follow-up or after episodes of relapses. Renal involvement is associated with other organ involvement in granulomatosis with polyangiitis (GPA) and microscopic polyangiitis (PAM), but may also be isolated in vasculitis limited to the kidney. It is less common in eosinophilic granulomatosis with polyangiitis (GEPA). The classical clinical presentation is one of rapidly progressive glomerulonephritis, associated with the presence of PR3-ANCA or MPO-ANCA. Kidney biopsy (showing pauci-immune extra-capillary glomerulonephritis) is not essential for the diagnosis of VAA, but it does have a prognostic value, can rule out other causes of glomerulonephritis (especially in renal-limited forms of AAV) and can help for the decision of plasma exchange use. Treatment of AAV with renal involvement is based on a combination of corticosteroids and immunosuppressants (rituximab or cyclophosphamide). Avacopan may also be proposed as a cortisone-sparing treatment. This review sets out the various recommended therapeutic protocols and their scope of application. The role of plasma exchange is also discussed. L’atteinte rénale des vascularites à ANCA (VAA) est fréquente, souvent sévère, pouvant conduire à l’insuffisance rénale chronique terminale d’emblée, lors du suivi ou à l’occasion d’une rechute. L’atteinte rénale est souvent associée à d’autres atteintes d’organe au cours de la granulomatose avec polyangéite (GPA) ou la polyangéite microscopique (PAM), mais peut aussi être isolée (vascularite limitée au rein). Elle est plus rare au cours de la granulomatose éosinophilique avec polyangéite (GEPA). Le tableau biologique classique est celui d’une glomérulonéphrite rapidement progressive, associée à la présence d’ANCA de spécificité anti-PR3 ou anti-MPO. La biopsie rénale (montrant une glomérulonéphrite extra-capillaire pauci-immune) n’est pas indispensable au diagnostic de VAA mais elle a une valeur pronostique, élimine les diagnostics alternatifs (en particulier dans les formes rénales isolées) et peut aider à la décision de réaliser des échanges plasmatiques. Le traitement des VAA avec atteinte rénale repose sur l’association de corticoïdes et d’immunosuppresseurs (rituximab ou cyclophosphamide). L’avacopan peut également être proposé, à visée d’épargne cortisonique. Cette revue précise les différents protocoles thérapeutiques recommandés et leurs cadres d’application. La place des échanges plasmatiques est également discutée.",Nephrologie & therapeutique,2024,Jourde-Chiche Noémie; Augusto Jean-François; Faguer Stanislas,,10.1684/ndt.2024.100,39917792,https://pubmed.ncbi.nlm.nih.gov/39917792/
PubMed,[Sleep disorders in patient with chronic kidney disease: proposal for a clinical pathway].,"Sleep disorders are common in all stages of chronic kidney disease and significantly affect the quality of life of these patients. The main causes of sleep disorders are pruritus, depression, restless legs syndrome and obstructive sleep apnea. To date, there is no defined strategy or expert consensus for the screening of sleep disorders in this population, nor any recommendation on a specific management strategy according to etiology. We propose to use the PROMIS-29 questionnaire, to which two questions have been added: “Do you scratch yourself? Do you snore?” The answers to these questions, together with the scores for the “Sleep disorders” (score ≥ 12), “Depression” (score ≥ 11), “Pain” (score ≥ 11) and “Fatigue” (score ≥ 14) domains make it possible to screen for sleep disorders, specify their etiology and refer patients for appropriate management. We suggest a standardized management strategy for each major orientation. This pathway, to be adapted according to the resources of each center, should lead to the diagnosis of more patients suffering from sleep disorders and improve their quality of life. Les troubles du sommeil sont fréquents à tous les stades de la maladie rénale chronique et affectent considérablement la qualité de vie des patients. Les principales causes de ces troubles sont le prurit, la dépression, le syndrome des jambes sans repos et le syndrome d’apnée hypopnée obstructive du sommeil. À ce jour, il n’existe ni stratégie définie, ni consensus d’experts pour le dépistage des troubles du sommeil dans cette population, ni de recommandations spécifiques pour leur prise en charge en fonction de l’étiologie. Nous proposons, après une revue de la littérature, un chemin clinique basé sur le questionnaire de qualité de vie PROMIS-29 auquel deux questions ont été ajoutées « Est-ce que vous vous grattez ? Est-ce que vous ronflez ? ». La réponse à ces questions ainsi que les scores pour les domaines « Troubles du sommeil » (score ≥ 12), « Dépression » (score ≥ 11), « Douleur » (score ≥ 11) et « Fatigue » (score ≥ 14) permettent de dépister les troubles du sommeil, de préciser leur étiologie et d’orienter les patients vers une prise en charge adaptée. Nous suggérons une stratégie standardisée pour la prise en charge selon chaque grande orientation. Ce chemin, à adapter selon les ressources de chaque centre, devrait permettre de diagnostiquer plus de patients souffrant de troubles du sommeil et d’améliorer leur qualité de vie.",Nephrologie & therapeutique,2024,Franko Benoit; Houillon Lydie; Kosmadakis Georgios; Testa Angelo; Belarbi Karim; Desré-Follet Valérie; Launois-Rollinat Sandrine,,10.1684/ndt.2024.96,39917791,https://pubmed.ncbi.nlm.nih.gov/39917791/
INSERM,Pierre Ronco,Résultats 1 à 10 sur 40.,INSERM,Non spécifiée,Non spécifiés,Non spécifiés,,,https://www.inserm.fr/
